Machine ID,Machine Type,Date,Shift,Temperature (°C),Vibration Level (mm/s),Energy Usage (kWh),Production Output (units),Downtime (minutes),Error Codes
M016,Printing Machine,21-10-2024,Morning,84,14.8,40.6,119,26,E02
M030,Dyeing Machine,26-09-2024,Morning,69.5,21.1,33.4,94,7,E01
M046,Printing Machine,12-09-2024,Morning,85,10,56.3,77,51,E01
M040,Weaving Machine,10-10-2024,Night,89.1,23.9,39.7,113,22,E02
M028,Printing Machine,03-10-2024,Evening,86.3,11.9,42.3,125,36,E02
M008,Spinning Machine,23-10-2024,Night,65.5,24.3,38.2,101,35,E01
M021,Printing Machine,09-09-2024,Evening,61.9,22.2,49,66,37,E03
M028,Printing Machine,06-10-2024,Evening,82.2,21.7,55.6,22,56,None
M048,Weaving Machine,19-09-2024,Night,62.4,10.3,35.4,59,40,E02
M026,Weaving Machine,06-10-2024,Evening,76.9,19,43.8,197,2,E02
M030,Weaving Machine,15-09-2024,Night,76.7,24.2,59.3,129,52,E02
M044,Printing Machine,18-10-2024,Night,81,16.4,41.2,0,4,E02
M012,Weaving Machine,26-10-2024,Morning,86.7,17.2,47.1,149,17,E03
M042,Printing Machine,07-09-2024,Evening,78,19.7,32.2,186,22,None
M036,Spinning Machine,15-10-2024,Morning,74.1,16,30.8,38,54,E01
M024,Printing Machine,23-09-2024,Morning,75.5,22.9,30.4,154,19,E03
M019,Spinning Machine,31-10-2024,Morning,84.1,18.1,55.1,91,23,E03
M002,Printing Machine,16-10-2024,Night,62.6,23.2,55.4,140,37,E01
M030,Printing Machine,22-09-2024,Morning,80.3,18.7,45.7,36,52,E02
M002,Printing Machine,30-10-2024,Night,84.3,24.3,43.5,144,5,E01
M044,Weaving Machine,20-09-2024,Night,71.9,15.5,40,21,25,E03
M025,Printing Machine,11-09-2024,Morning,89.1,24.2,50.2,117,14,None
M026,Weaving Machine,13-10-2024,Night,72.4,17.5,53.6,195,51,E01
M016,Spinning Machine,14-10-2024,Morning,74,16.5,34.2,180,42,E02
M009,Printing Machine,09-10-2024,Night,71.1,11,56.6,176,60,E01
M042,Dyeing Machine,29-10-2024,Morning,73.5,21.8,38.3,177,8,None
M001,Dyeing Machine,06-10-2024,Night,61,20.3,34.5,89,49,E01
M031,Spinning Machine,31-10-2024,Morning,84.5,17.6,57.4,122,55,None
M047,Printing Machine,16-09-2024,Night,68.8,22.2,41.1,84,30,E02
M002,Weaving Machine,28-09-2024,Morning,84.1,21.8,42.9,192,50,E01
M039,Printing Machine,14-09-2024,Evening,71.6,22.1,50.4,87,6,E02
M035,Weaving Machine,17-09-2024,Evening,72.2,10.3,59.1,155,55,E02
M043,Printing Machine,13-10-2024,Evening,79.6,24.8,48.4,103,51,E03
M004,Printing Machine,30-10-2024,Morning,75,17.6,52.3,191,51,E01
M018,Dyeing Machine,10-09-2024,Night,73,20.2,43.6,32,37,E03
M030,Weaving Machine,17-10-2024,Night,79.6,17.8,57.8,164,58,E03
M014,Spinning Machine,16-09-2024,Evening,68.2,11.2,46,16,12,None
M032,Weaving Machine,17-10-2024,Night,81.7,15.9,56.6,86,26,E02
M006,Dyeing Machine,27-10-2024,Evening,66.1,17,53.5,108,15,None
M001,Weaving Machine,17-09-2024,Morning,70.6,21.3,31.2,146,58,E02
M038,Printing Machine,31-10-2024,Night,63.4,20.1,46.8,171,6,E01
M005,Printing Machine,28-10-2024,Evening,85.5,21.8,53.2,7,23,E03
M025,Dyeing Machine,17-09-2024,Evening,73.7,14.8,57.2,126,47,None
M021,Spinning Machine,31-10-2024,Night,81.2,19.2,58.9,115,55,E01
M043,Spinning Machine,09-10-2024,Evening,60,13.4,57.4,135,40,E03
M014,Weaving Machine,18-10-2024,Night,73,12.9,45.8,7,22,E03
M008,Dyeing Machine,23-09-2024,Morning,74.3,10.8,50.7,189,12,E03
M037,Printing Machine,15-09-2024,Night,62.4,20,45.1,184,37,E03
M024,Weaving Machine,18-09-2024,Night,65.5,23.9,50.7,135,50,None
M010,Printing Machine,06-09-2024,Evening,89.9,11.3,34.9,41,39,E03
M021,Spinning Machine,03-10-2024,Evening,77.2,19.6,59.5,97,3,E02
M032,Dyeing Machine,16-09-2024,Morning,60.8,16,39.6,184,13,E01
M045,Printing Machine,13-09-2024,Night,89.5,13,40.9,168,41,E01
M030,Dyeing Machine,23-09-2024,Night,86.2,17.7,43,188,28,E03
M049,Weaving Machine,17-09-2024,Night,75.8,12,46.4,45,38,None
M004,Spinning Machine,19-10-2024,Night,87.2,22.8,31.5,107,35,E03
M031,Dyeing Machine,09-09-2024,Night,81.6,13,34,8,51,E01
M020,Printing Machine,06-10-2024,Night,73.3,23.7,38.9,90,32,None
M018,Printing Machine,30-09-2024,Morning,73.7,16.8,34.6,101,34,None
M027,Printing Machine,21-10-2024,Evening,70.6,20.5,51.4,40,12,E02
M040,Printing Machine,22-09-2024,Morning,65.3,10.3,46.1,145,60,E01
M042,Dyeing Machine,11-09-2024,Morning,89.5,13.6,54,147,23,None
M015,Dyeing Machine,05-10-2024,Evening,69.1,19.9,48.6,7,34,None
M006,Weaving Machine,12-09-2024,Evening,63.7,16.7,46,3,14,E02
M039,Printing Machine,16-10-2024,Night,70.1,16.9,52.7,179,36,E03
M006,Printing Machine,09-09-2024,Evening,82.7,24.5,43.6,10,11,E01
M038,Dyeing Machine,21-10-2024,Night,79.3,22.3,45.6,71,7,E01
M048,Printing Machine,26-09-2024,Night,88.4,16,37.6,92,33,E01
M001,Dyeing Machine,10-09-2024,Evening,81.5,19.5,41.7,64,52,E01
M009,Spinning Machine,27-10-2024,Morning,79.2,23.4,57.3,142,36,E03
M020,Weaving Machine,17-10-2024,Night,69.1,17.4,51.5,128,22,E02
M041,Printing Machine,30-09-2024,Evening,86.5,23.9,47.2,116,48,E03
M049,Dyeing Machine,08-10-2024,Evening,83.9,12.2,53.6,11,24,E03
M034,Printing Machine,25-10-2024,Night,68.4,18.2,54.1,10,35,E02
M038,Printing Machine,17-10-2024,Night,71.1,14.8,50.2,69,36,E03
M014,Weaving Machine,20-10-2024,Morning,74.4,13.8,32.1,145,55,E01
M001,Dyeing Machine,12-09-2024,Night,88.7,15.7,42.9,147,44,E02
M018,Printing Machine,04-10-2024,Morning,71.4,24.4,57.5,71,32,E03
M027,Spinning Machine,10-09-2024,Night,76.5,18,43.5,50,9,E01
M027,Spinning Machine,04-09-2024,Evening,66.2,15,31.2,152,13,E01
M026,Dyeing Machine,18-10-2024,Morning,71.7,21.4,35.4,56,0,None
M045,Spinning Machine,15-10-2024,Morning,80.2,18.9,43.6,136,11,E01
M018,Weaving Machine,22-09-2024,Evening,77,14.7,49,61,47,E02
M025,Weaving Machine,13-10-2024,Evening,67.9,24.9,35.2,160,48,E02
M009,Dyeing Machine,11-09-2024,Morning,89.1,14.6,46.6,190,31,E01
M007,Dyeing Machine,15-10-2024,Morning,78.5,20.8,50.6,143,60,E03
M005,Weaving Machine,07-09-2024,Morning,83.4,20.1,53.3,96,11,E02
M046,Printing Machine,23-09-2024,Evening,68.6,11.7,36.3,89,41,E01
M026,Dyeing Machine,25-09-2024,Morning,70.3,17,37.8,154,50,E02
M007,Printing Machine,16-09-2024,Morning,63.7,14.2,39,69,32,E02
M032,Printing Machine,06-09-2024,Morning,80.7,22.9,42.7,187,7,None
M010,Printing Machine,15-10-2024,Night,69.9,21.5,53.4,163,23,E01
M018,Dyeing Machine,11-10-2024,Evening,80.9,15.4,59.9,137,37,E03
M018,Dyeing Machine,11-10-2024,Night,82.5,10.7,42.7,104,51,None
M028,Weaving Machine,29-10-2024,Morning,75.2,22.7,52.8,107,49,E01
M028,Spinning Machine,16-09-2024,Evening,70.9,16.7,30.3,190,14,E03
M040,Dyeing Machine,10-09-2024,Evening,66.4,21.9,41.7,27,38,None
M028,Spinning Machine,31-10-2024,Evening,83.5,13.6,57.8,94,29,E03
M016,Spinning Machine,11-09-2024,Evening,69.9,12,39.2,79,43,E01
M049,Dyeing Machine,15-09-2024,Night,70.9,24.4,58.5,53,33,E02
M027,Spinning Machine,06-10-2024,Night,75.8,15.8,47.5,29,10,E02
M037,Printing Machine,18-10-2024,Evening,63.8,10.2,36.9,63,19,E02
M012,Dyeing Machine,30-09-2024,Night,63,23.2,43.5,37,29,E01
M030,Weaving Machine,21-09-2024,Evening,60.6,10.9,56.6,89,7,E03
M027,Spinning Machine,20-09-2024,Morning,82.8,16.3,43.9,150,15,E03
M037,Dyeing Machine,02-10-2024,Evening,78.9,17.5,41.3,7,3,None
M013,Spinning Machine,28-10-2024,Evening,67.4,14.4,46.3,17,1,E02
M039,Dyeing Machine,06-10-2024,Evening,66.4,20.6,40,128,57,None
M034,Dyeing Machine,19-09-2024,Night,88.2,13,32,187,28,None
M021,Spinning Machine,05-09-2024,Night,77.7,23.9,45.8,40,24,E01
M037,Printing Machine,16-09-2024,Evening,77.2,17.1,39.4,0,25,E02
M026,Dyeing Machine,07-10-2024,Evening,75.8,16.2,49.9,71,22,E03
M049,Printing Machine,09-10-2024,Night,76.4,18.7,35.3,88,28,E03
M040,Spinning Machine,17-10-2024,Night,80.9,16.5,58.6,26,60,E01
M038,Printing Machine,07-09-2024,Night,66.9,20.6,48.5,124,3,E01
M030,Weaving Machine,06-09-2024,Night,86.1,21.9,48.4,0,21,E03
M042,Spinning Machine,05-10-2024,Night,80.3,20.9,53.9,86,25,E03
M041,Printing Machine,19-09-2024,Evening,78.2,11,52.5,10,45,E02
M027,Printing Machine,28-09-2024,Morning,74,15.2,57.7,103,45,E02
M014,Spinning Machine,21-09-2024,Evening,60.1,13.2,42.1,90,17,E03
M021,Weaving Machine,10-10-2024,Evening,77.4,12,52.5,93,27,E03
M050,Weaving Machine,10-09-2024,Morning,81.3,23.8,39.4,79,44,None
M008,Weaving Machine,23-09-2024,Morning,70.9,18.1,43,71,38,E02
M037,Spinning Machine,07-10-2024,Morning,88.5,16.5,52.4,81,42,E01
M008,Printing Machine,31-10-2024,Night,70,11.1,37.8,130,48,E02
M023,Printing Machine,13-09-2024,Evening,67.1,19.4,37.5,128,24,None
M028,Weaving Machine,15-09-2024,Morning,60.8,16.9,49.5,13,41,None
M011,Printing Machine,31-10-2024,Evening,74.4,20.9,38,127,25,E02
M035,Dyeing Machine,19-09-2024,Evening,76.4,19.2,56.5,112,19,E01
M049,Spinning Machine,21-10-2024,Evening,71.8,12.8,47.8,139,16,E02
M026,Weaving Machine,24-09-2024,Morning,89.7,15.9,47.6,128,0,None
M008,Dyeing Machine,21-09-2024,Morning,75.1,16,40.2,167,58,None
M047,Dyeing Machine,14-09-2024,Morning,76.1,20.1,54.2,65,18,E03
M029,Spinning Machine,23-09-2024,Evening,61.6,10.6,59.2,3,5,E03
M014,Dyeing Machine,08-09-2024,Morning,80.9,18.7,32.6,184,56,None
M032,Printing Machine,25-10-2024,Morning,80.5,13.2,45.4,119,2,E02
M041,Spinning Machine,05-10-2024,Morning,62.9,14.3,41,192,27,E02
M009,Printing Machine,26-10-2024,Evening,64.9,20.5,58,26,1,E02
M028,Weaving Machine,28-09-2024,Morning,72.9,23.3,36.8,70,4,E01
M026,Weaving Machine,21-10-2024,Night,87.4,23.9,47.5,88,43,E02
M019,Dyeing Machine,08-09-2024,Night,80.9,19,36.4,77,42,E03
M027,Spinning Machine,22-10-2024,Morning,68.4,13.3,42.9,32,33,None
M018,Printing Machine,23-10-2024,Morning,86,21.5,33.9,41,26,E01
M017,Spinning Machine,29-10-2024,Night,67,10.1,57.3,71,23,E01
M028,Printing Machine,25-10-2024,Evening,60.5,19.1,59.8,94,29,E02
M025,Spinning Machine,24-09-2024,Night,86.5,16.9,50.9,108,50,E02
M014,Printing Machine,27-09-2024,Morning,85.9,24.5,30.1,79,53,E03
M009,Printing Machine,06-09-2024,Evening,76.9,18,34.5,64,44,E02
M013,Dyeing Machine,31-10-2024,Night,86.4,20.1,45.4,35,28,E02
M020,Spinning Machine,04-09-2024,Night,87.5,16.5,37.2,98,32,E01
M011,Printing Machine,05-10-2024,Night,72.6,17.9,30.1,165,20,E03
M035,Spinning Machine,26-09-2024,Morning,67.9,14.2,37.8,45,16,E03
M038,Weaving Machine,16-10-2024,Morning,73.7,23.4,46,34,58,E03
M045,Weaving Machine,23-10-2024,Evening,62.4,23.9,49.1,100,11,E03
M042,Weaving Machine,07-09-2024,Night,89.3,23.1,51.5,13,17,None
M005,Dyeing Machine,24-10-2024,Morning,89.2,19,56,112,12,E03
M003,Spinning Machine,29-10-2024,Morning,80.8,12.7,42,7,35,E01
M050,Weaving Machine,18-09-2024,Night,73.9,13.4,52.6,147,43,None
M025,Spinning Machine,24-09-2024,Evening,62.6,10.9,31.6,26,13,E03
M015,Printing Machine,22-10-2024,Evening,81.9,16.9,49.2,65,13,E01
M003,Printing Machine,26-09-2024,Morning,66.1,13.7,54.9,189,54,E03
M042,Weaving Machine,13-10-2024,Evening,61.3,16.5,51.5,147,43,E01
M045,Dyeing Machine,17-09-2024,Morning,67.6,14.7,35.8,65,22,E03
M046,Dyeing Machine,25-09-2024,Evening,89.3,19.9,43.5,174,17,None
M020,Dyeing Machine,11-10-2024,Morning,87,23.8,54.6,133,3,E03
M049,Dyeing Machine,10-09-2024,Evening,77.5,12.8,41.7,58,57,E02
M034,Weaving Machine,16-09-2024,Morning,79.1,19.8,37.1,111,55,None
M003,Weaving Machine,23-09-2024,Evening,68.9,18.6,37.9,150,27,E02
M007,Weaving Machine,21-10-2024,Evening,79.6,21.1,37.3,76,40,E02
M050,Spinning Machine,19-10-2024,Morning,67.6,18.6,44,27,50,E02
M039,Weaving Machine,30-10-2024,Morning,72.9,14.7,39.7,196,54,None
M008,Printing Machine,10-09-2024,Night,68.9,17.2,55.2,167,59,E02
M004,Dyeing Machine,09-09-2024,Evening,62.3,24.9,48,115,18,None
M047,Weaving Machine,24-09-2024,Evening,88.6,12.1,37.4,151,16,None
M025,Spinning Machine,23-10-2024,Evening,71.9,18.5,45.6,148,22,E02
M012,Dyeing Machine,31-10-2024,Evening,88.6,16.9,52.2,153,24,E03
M038,Weaving Machine,19-10-2024,Night,82.9,13.1,56.4,38,2,E02
M029,Printing Machine,25-10-2024,Morning,61.3,16,36.7,151,49,E02
M029,Spinning Machine,26-10-2024,Evening,67.9,20.3,43.4,94,19,E03
M001,Spinning Machine,13-10-2024,Night,74.2,11.7,48.3,0,55,None
M035,Printing Machine,25-09-2024,Night,83.6,10,41.3,159,56,E01
M046,Printing Machine,11-09-2024,Night,87.7,23.8,43.6,177,0,None
M025,Spinning Machine,30-09-2024,Morning,89.6,19.4,52.8,181,22,None
M010,Spinning Machine,04-10-2024,Night,76.6,21,54.1,175,44,E01
M030,Printing Machine,04-10-2024,Night,70.2,14.6,59.2,54,12,E01
M040,Spinning Machine,25-09-2024,Morning,82.7,20.3,33,10,12,E01
M026,Weaving Machine,23-09-2024,Morning,77.2,12.8,37,173,53,E01
M033,Dyeing Machine,30-10-2024,Evening,65.3,17.9,36.1,161,24,E03
M021,Spinning Machine,07-10-2024,Night,78.9,12.2,52.4,83,18,E01
M050,Dyeing Machine,27-10-2024,Morning,84.2,16.3,33.7,79,28,None
M027,Spinning Machine,03-09-2024,Night,62.9,13.5,45.5,74,12,E02
M021,Dyeing Machine,11-10-2024,Morning,71.1,24.5,57.2,42,60,None
M045,Spinning Machine,21-10-2024,Morning,62.6,18.5,43.5,134,35,E01
M022,Printing Machine,02-10-2024,Morning,64.2,10.4,44.4,191,14,None
M035,Spinning Machine,19-10-2024,Evening,62.3,14.3,51.3,154,24,None
M002,Weaving Machine,09-09-2024,Morning,79.5,18.3,56.5,57,28,E01
M043,Dyeing Machine,17-09-2024,Morning,68.3,20.2,48.1,176,48,E02
M045,Weaving Machine,27-10-2024,Night,73.1,11.8,37.9,47,33,E02
M006,Printing Machine,12-10-2024,Evening,63.2,18.1,38.8,101,54,E01
M001,Printing Machine,17-10-2024,Evening,76.9,10.9,32.8,131,48,E01
M050,Printing Machine,16-10-2024,Night,71.7,22.9,47.6,59,44,None
M039,Weaving Machine,04-09-2024,Evening,65.2,24.5,31.5,180,25,E03
M045,Printing Machine,31-10-2024,Evening,79.7,13.1,34,68,33,None
M037,Dyeing Machine,31-10-2024,Morning,66.3,17.9,47.6,156,51,E01
M006,Printing Machine,09-10-2024,Night,75.3,15.5,36.2,2,58,None
M004,Weaving Machine,08-10-2024,Night,70.3,15.6,39.5,168,16,None
M032,Spinning Machine,02-09-2024,Night,86.8,18.5,55.4,111,35,None
M035,Spinning Machine,14-10-2024,Evening,65.5,18.3,40.8,133,58,E01
M023,Spinning Machine,26-10-2024,Night,79.6,15.5,43.2,168,22,E01
M041,Spinning Machine,25-10-2024,Morning,83.9,19.4,32.1,119,58,E02
M040,Weaving Machine,09-09-2024,Night,79.8,24,58,172,42,E01
M050,Printing Machine,05-09-2024,Morning,80.1,17.7,36,2,41,E01
M026,Printing Machine,01-09-2024,Evening,79.1,17.2,53,80,19,E03
M031,Spinning Machine,18-10-2024,Morning,79.4,22.2,35,12,30,E02
M039,Weaving Machine,27-09-2024,Evening,73.6,20.2,35.7,13,1,E01
M027,Spinning Machine,03-10-2024,Evening,66,23.6,35.3,163,53,E03
M017,Weaving Machine,05-10-2024,Evening,60.4,14.5,43.6,7,14,None
M019,Dyeing Machine,18-10-2024,Morning,69,12.6,58.5,19,33,E02
M001,Spinning Machine,25-09-2024,Morning,87.7,21.2,43.1,32,37,E02
M001,Dyeing Machine,29-10-2024,Evening,66.1,23.5,51.5,123,53,None
M024,Dyeing Machine,01-09-2024,Morning,68.3,10.1,59.9,81,32,E02
M030,Weaving Machine,19-10-2024,Evening,60.1,20.6,51.2,55,36,E01
M023,Dyeing Machine,23-09-2024,Evening,75.1,15.7,41.8,167,13,None
M039,Weaving Machine,04-09-2024,Night,75.1,24.4,55.9,144,40,E02
M017,Dyeing Machine,14-09-2024,Night,75.7,20.7,57.1,178,32,E03
M009,Weaving Machine,22-09-2024,Morning,81.9,24.3,33.9,200,16,E01
M028,Spinning Machine,09-09-2024,Evening,81,16.1,34.3,134,32,E01
M028,Dyeing Machine,17-10-2024,Evening,86.3,15.6,59.5,87,16,None
M012,Weaving Machine,03-10-2024,Morning,76,15.9,53.1,106,22,E01
M028,Weaving Machine,30-09-2024,Morning,87.7,11,53.3,96,5,None
M015,Dyeing Machine,10-10-2024,Morning,61.4,16.3,32.1,121,21,None
M036,Spinning Machine,09-09-2024,Morning,85.4,11.6,41,180,35,None
M019,Weaving Machine,25-09-2024,Morning,64.5,21.1,36,95,59,None
M048,Spinning Machine,21-09-2024,Evening,73.6,10.9,48.4,49,48,E01
M033,Weaving Machine,21-10-2024,Night,89.7,13.9,31.2,56,32,E03
M034,Printing Machine,28-10-2024,Morning,69.2,13,33.3,102,29,E02
M012,Weaving Machine,18-10-2024,Night,62.7,14.3,59.9,42,1,E02
M013,Dyeing Machine,06-09-2024,Night,79.3,23.8,35.1,155,9,E03
M027,Spinning Machine,10-10-2024,Evening,86,14.2,33.5,186,10,E01
M023,Weaving Machine,04-09-2024,Night,78.9,10.1,49.7,103,32,None
M001,Dyeing Machine,01-09-2024,Morning,67.4,15.5,56.5,45,33,E03
M047,Spinning Machine,06-10-2024,Night,87.3,21.3,56.8,47,42,E01
M035,Printing Machine,15-10-2024,Morning,75.1,20.3,41.5,144,18,None
M035,Spinning Machine,27-09-2024,Night,82,23.2,48.3,95,26,E02
M010,Spinning Machine,16-09-2024,Evening,75.5,18.8,40.2,70,11,E02
M039,Dyeing Machine,13-09-2024,Morning,81.6,12.4,35.1,89,36,None
M001,Weaving Machine,26-10-2024,Night,77.8,11.9,55.6,13,1,None
M035,Weaving Machine,13-10-2024,Evening,82.6,17.5,59.8,134,7,E02
M005,Spinning Machine,28-10-2024,Night,66.9,12.2,50.5,126,17,E01
M009,Weaving Machine,30-09-2024,Morning,85.7,19.2,50.1,153,58,E02
M033,Dyeing Machine,16-09-2024,Night,82.1,23.9,33.5,195,21,E02
M006,Printing Machine,25-09-2024,Evening,65.1,24.4,55.1,52,5,E02
M021,Printing Machine,05-09-2024,Morning,62.5,18,30.1,17,22,E03
M033,Weaving Machine,04-09-2024,Morning,83.4,10.1,49.5,0,24,E03
M013,Printing Machine,29-10-2024,Evening,83.8,12.7,52.1,79,28,E03
M030,Weaving Machine,04-09-2024,Night,79.7,23.1,47.9,116,35,E03
M007,Dyeing Machine,27-10-2024,Night,60.6,15.3,32.9,5,51,None
M041,Dyeing Machine,20-09-2024,Night,77.1,13.2,35.9,10,53,E01
M005,Weaving Machine,27-09-2024,Evening,63.8,15.6,47.1,71,36,E01
M016,Dyeing Machine,25-10-2024,Morning,86.2,14.6,43.1,78,21,E02
M049,Printing Machine,15-09-2024,Morning,62.2,16.8,38.9,13,47,E03
M028,Dyeing Machine,18-09-2024,Night,88.6,15.8,47.7,181,8,None
M045,Printing Machine,19-10-2024,Night,68.3,21.7,45.2,11,29,E02
M016,Printing Machine,03-10-2024,Morning,71.5,18.1,45.6,113,43,E02
M022,Dyeing Machine,14-09-2024,Evening,62.5,24.4,59.6,33,6,E02
M010,Spinning Machine,29-10-2024,Morning,63.7,22.7,40.3,38,40,E01
M026,Printing Machine,12-09-2024,Evening,73.3,12.9,53.5,60,52,E02
M015,Weaving Machine,27-09-2024,Evening,61.3,15,53.5,130,26,E03
M030,Printing Machine,15-09-2024,Night,87.1,11.9,39.8,33,56,None
M021,Dyeing Machine,02-09-2024,Night,85,18.1,48.7,137,23,E02
M021,Printing Machine,05-09-2024,Evening,84.6,18.5,57.6,165,43,E02
M003,Weaving Machine,17-10-2024,Morning,72.1,24.5,37.6,41,40,E03
M030,Spinning Machine,12-09-2024,Night,66.1,22.9,31,64,3,E01
M030,Dyeing Machine,09-10-2024,Night,64.3,15,44.6,131,28,None
M004,Spinning Machine,26-09-2024,Night,70,16.5,31.9,161,39,E03
M040,Dyeing Machine,24-10-2024,Night,71.6,12.7,45.2,193,10,None
M033,Spinning Machine,12-10-2024,Night,74.3,19.3,50.7,124,38,E01
M016,Weaving Machine,31-10-2024,Night,75.6,19.9,46.6,165,50,E02
M028,Spinning Machine,13-09-2024,Night,79.7,14.5,58,173,55,E02
M023,Weaving Machine,30-09-2024,Night,71.4,11.3,39.1,80,44,E02
M030,Spinning Machine,15-10-2024,Night,75.7,21.3,38,135,55,E03
M046,Weaving Machine,28-10-2024,Morning,79.4,25,43.4,10,37,None
M025,Printing Machine,07-10-2024,Night,89.7,24.7,46.2,80,23,E03
M030,Weaving Machine,23-09-2024,Night,69.3,20.3,59.1,17,31,E02
M009,Spinning Machine,08-10-2024,Night,62.2,18.1,50.1,7,34,None
M047,Weaving Machine,09-10-2024,Evening,77.1,15.5,45.3,106,21,E01
M028,Printing Machine,25-10-2024,Morning,88,17.5,33.2,11,8,E01
M008,Weaving Machine,13-10-2024,Evening,87.6,24.7,35.5,182,17,E02
M035,Printing Machine,21-09-2024,Evening,78.4,14.6,31.1,199,25,E01
M003,Printing Machine,12-09-2024,Night,83.1,19.5,45.2,104,51,E02
M019,Spinning Machine,23-09-2024,Evening,74.8,18,54.6,3,6,None
M013,Spinning Machine,28-09-2024,Morning,60.2,23.7,36.5,40,38,E02
M016,Printing Machine,12-10-2024,Night,68.7,17.1,36.8,22,59,E02
M010,Weaving Machine,03-09-2024,Night,67.6,21.6,38.1,169,29,E01
M045,Weaving Machine,19-10-2024,Morning,74.6,10.7,50.2,112,40,E02
M035,Weaving Machine,21-09-2024,Morning,76.1,18.6,51.9,17,8,E01
M040,Spinning Machine,14-10-2024,Night,79.7,10.1,43.5,110,6,E01
M036,Printing Machine,25-09-2024,Night,61.3,24,46.8,158,0,None
M048,Dyeing Machine,05-10-2024,Night,60.8,11.8,32.4,84,43,None
M046,Weaving Machine,03-10-2024,Evening,81.6,16.7,59.1,173,31,E03
M047,Spinning Machine,26-10-2024,Night,66,19.9,34.3,194,59,E02
M036,Printing Machine,26-10-2024,Night,67,21.5,54.9,40,12,E01
M011,Printing Machine,08-10-2024,Night,74.5,14.6,34.6,19,14,E03
M007,Printing Machine,27-10-2024,Evening,64.8,12.1,40.2,68,29,E02
M010,Dyeing Machine,06-10-2024,Morning,68.8,11.8,36.6,176,38,E03
M032,Printing Machine,31-10-2024,Night,81.3,11.8,42.4,129,37,E03
M009,Dyeing Machine,02-09-2024,Night,82,11.2,37.5,68,41,E01
M012,Spinning Machine,17-09-2024,Evening,81.7,13.3,37.5,182,56,None
M020,Printing Machine,22-09-2024,Night,85.1,11.2,44.8,85,52,E02
M012,Dyeing Machine,20-10-2024,Night,69.9,20.5,52,93,11,E03
M050,Spinning Machine,23-09-2024,Morning,81,16.1,45.3,74,58,E03
M040,Weaving Machine,03-09-2024,Morning,77.5,23.6,42.1,70,36,E03
M018,Weaving Machine,26-09-2024,Evening,84.5,15.9,31.7,20,23,None
M028,Spinning Machine,08-09-2024,Evening,83.1,14.1,57.3,186,4,E03
M011,Printing Machine,29-10-2024,Night,85.7,22.9,51.1,74,59,E02
M048,Weaving Machine,16-10-2024,Night,77.9,24.4,57.4,174,17,None
M012,Spinning Machine,31-10-2024,Evening,60.7,19.6,42.6,122,11,E03
M049,Spinning Machine,15-09-2024,Night,86.9,16.5,41.2,80,32,E01
M031,Spinning Machine,20-09-2024,Morning,87.1,13.9,46.4,19,26,E01
M010,Spinning Machine,14-10-2024,Morning,66,19.7,41.4,5,5,E01
M012,Dyeing Machine,03-09-2024,Night,88.1,19.1,34.1,75,6,E02
M010,Weaving Machine,25-10-2024,Morning,73.8,10.8,46.7,113,44,E01
M021,Weaving Machine,10-09-2024,Morning,84.2,22.5,55.5,76,52,E02
M032,Weaving Machine,09-10-2024,Night,89.9,24.9,47.4,4,7,E03
M010,Spinning Machine,08-10-2024,Evening,64.3,16.8,37.7,58,58,None
M024,Spinning Machine,02-09-2024,Evening,67.1,14.5,54.8,50,0,None
M029,Dyeing Machine,06-09-2024,Morning,86.8,15.8,39.5,89,37,E03
M027,Printing Machine,21-10-2024,Night,66.8,22,49.1,56,7,E02
M017,Printing Machine,01-10-2024,Night,88.4,18.7,52.7,29,1,E02
M038,Spinning Machine,27-09-2024,Morning,83.8,10.8,35.7,101,42,E02
M034,Printing Machine,13-10-2024,Morning,63.4,12.2,47.2,145,20,None
M016,Spinning Machine,02-09-2024,Morning,83.5,20.8,53.8,34,7,E01
M006,Dyeing Machine,31-10-2024,Evening,71.3,17.8,35.8,140,0,None
M014,Dyeing Machine,05-10-2024,Night,77.3,11.1,57,50,21,None
M001,Dyeing Machine,23-09-2024,Morning,73.8,17.2,56.1,155,23,E02
M014,Spinning Machine,10-10-2024,Evening,84.4,24.1,47.2,123,29,E01
M046,Printing Machine,30-10-2024,Night,80.7,13.4,44.1,14,21,E03
M041,Spinning Machine,24-10-2024,Morning,75.6,11.2,41.4,29,48,E03
M010,Dyeing Machine,24-10-2024,Night,89.6,13.2,54.5,21,14,None
M033,Weaving Machine,25-10-2024,Morning,79,23.7,54,84,5,None
M029,Spinning Machine,09-09-2024,Morning,74.9,18.7,33.6,131,22,E01
M015,Spinning Machine,02-09-2024,Evening,71.5,14.2,50.2,74,54,E02
M030,Dyeing Machine,28-10-2024,Morning,70.8,10.7,32.7,20,45,None
M047,Dyeing Machine,26-10-2024,Morning,72.2,13.5,53.3,67,6,E01
M020,Weaving Machine,14-10-2024,Morning,60.9,18.5,37.9,86,11,None
M006,Weaving Machine,06-09-2024,Evening,87.3,11.1,53.3,67,27,E02
M044,Spinning Machine,15-09-2024,Night,69.1,14.3,58.7,177,34,E02
M022,Dyeing Machine,19-09-2024,Night,89.3,23.9,39.9,48,42,E01
M015,Spinning Machine,03-09-2024,Evening,68.9,11.1,37.9,62,59,None
M009,Dyeing Machine,20-10-2024,Morning,65,19.2,35.2,185,28,None
